host.id,tree.id,xcoord,tips,reads,subgraphs,clades,overall.rtt,largest.rtt,max.branch.length,max.pat.distance,global.mean.pat.distance,subgraph.mean.pat.distance,normalised.overall.rtt,normalised.largest.rtt,normalised.max.branch.length,normalised.max.pat.distance,normalised.global.mean.pat.distance,normalised.subgraph.mean.pat.distance,prop.gp.1,prop.gp.2,prop.gp.3,prop.gp.4,prop.gp.5,prop.gp.6,prop.gp.7,prop.gp.8,prop.gp.9,prop.gp.10
20,1000_to_1099,1049.5,17,17,2,5,0.004176882352941176,0.0042128,0.01604,0.019984,0.008292176470588235,0.008422095238095237,0.004176882352941176,0.0042128,0.01604,0.019984,0.008292176470588235,0.008422095238095237,0.8823529411764706,0.11764705882352941,0,0,0,0,0,0,0,0
45,1000_to_1099,1049.5,75,75,5,14,0.029282879999999997,0.036798051282051276,0.065612,0.185304,0.05163780324324325,0.055908960863697704,0.029282879999999997,0.036798051282051276,0.065612,0.185304,0.05163780324324325,0.055908960863697704,0.52,0.4266666666666667,0.02666666666666667,0.013333333333333334,0.013333333333333334,0,0,0,0,0
8,1000_to_1099,1049.5,26,26,6,15,0.025555192307692313,0.004591095238095239,0.068737,0.088362,0.014733855384615385,0.009105952380952381,0.025555192307692313,0.004591095238095239,0.068737,0.088362,0.014733855384615385,0.009105952380952381,0.8076923076923077,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0,0,0
20,10000_to_10099,10049.5,17,17,1,1,0.007208705882352942,0.007208705882352942,0.017337,0.030092999999999998,0.014227794117647059,0.014227794117647059,0.007208705882352942,0.007208705882352942,0.017337,0.030092999999999998,0.014227794117647059,0.014227794117647059,1,0,0,0,0,0,0,0,0,0
45,10000_to_10099,10049.5,75,75,6,8,0.05195925333333333,0.031905982142857135,0.091609,0.28422,0.08584805909909911,0.046868290259740264,0.05195925333333333,0.031905982142857135,0.091609,0.28422,0.08584805909909911,0.046868290259740264,0.7466666666666667,0.12,0.06666666666666667,0.04,0.013333333333333334,0.013333333333333334,0,0,0,0
8,10000_to_10099,10049.5,26,26,2,15,0.009697269230769235,0.00900252380952381,0.057258,0.09620300000000001,0.01917635384615385,0.01786855238095238,0.009697269230769235,0.00900252380952381,0.057258,0.09620300000000001,0.01917635384615385,0.01786855238095238,0.8076923076923077,0.19230769230769232,0,0,0,0,0,0,0,0
20,10100_to_10199,10149.5,17,17,1,6,0.007089117647058823,0.007089117647058823,0.023523,0.042493,0.014107911764705883,0.014107911764705883,0.007089117647058823,0.007089117647058823,0.023523,0.042493,0.014107911764705883,0.014107911764705883,1,0,0,0,0,0,0,0,0,0
45,10100_to_10199,10149.5,75,75,5,12,0.07920920000000001,0.061963517857142845,0.123133,0.40731599999999996,0.12928270846846848,0.08146557337662338,0.07920920000000001,0.061963517857142845,0.123133,0.40731599999999996,0.12928270846846848,0.08146557337662338,0.7466666666666667,0.12,0.10666666666666667,0.013333333333333334,0.013333333333333334,0,0,0,0,0
8,10100_to_10199,10149.5,26,26,6,14,0.010619807692307694,0.014847636363636363,0.093727,0.135405,0.02106349846153846,0.029012836363636364,0.010619807692307694,0.014847636363636363,0.093727,0.135405,0.02106349846153846,0.029012836363636364,0.4230769230769231,0.38461538461538464,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0,0,0
20,10200_to_10299,10249.5,17,17,1,1,0.004983764705882353,0.004983764705882353,0.012156,0.024218,0.009965735294117647,0.009965735294117647,0.004983764705882353,0.004983764705882353,0.012156,0.024218,0.009965735294117647,0.009965735294117647,1,0,0,0,0,0,0,0,0,0
45,10200_to_10299,10249.5,75,75,5,11,0.05005880000000002,0.055104285714285745,0.097261,0.282069,0.0854748828828829,0.0842729105691057,0.05005880000000002,0.055104285714285745,0.097261,0.282069,0.0854748828828829,0.0842729105691057,0.56,0.30666666666666664,0.10666666666666667,0.013333333333333334,0.013333333333333334,0,0,0,0,0
8,10200_to_10299,10249.5,26,26,3,17,0.026180615384615382,0.005948708333333334,0.092185,0.10891300000000001,0.01926731076923077,0.011866547101449274,0.026180615384615382,0.005948708333333334,0.092185,0.10891300000000001,0.01926731076923077,0.011866547101449274,0.9230769230769231,0.038461538461538464,0.038461538461538464,0,0,0,0,0,0,0
20,10300_to_10399,10349.5,17,17,1,2,0.005064294117647059,0.005064294117647059,0.018125000000000002,0.032604,0.010019132352941176,0.010019132352941176,0.005064294117647059,0.005064294117647059,0.018125000000000002,0.032604,0.010019132352941176,0.010019132352941176,1,0,0,0,0,0,0,0,0,0
45,10300_to_10399,10349.5,75,75,5,10,0.03732372,0.024505298245614038,0.068004,0.213555,0.06051495927927928,0.029659299498746867,0.03732372,0.024505298245614038,0.068004,0.213555,0.06051495927927928,0.029659299498746867,0.76,0.10666666666666667,0.10666666666666667,0.013333333333333334,0.013333333333333334,0,0,0,0,0
8,10300_to_10399,10349.5,26,26,4,12,0.018883999999999998,0.006174869565217391,0.06254699999999999,0.081393,0.01710416615384615,0.012312237154150196,0.018883999999999998,0.006174869565217391,0.06254699999999999,0.081393,0.01710416615384615,0.012312237154150196,0.8846153846153846,0.038461538461538464,0.038461538461538464,0.038461538461538464,0,0,0,0,0,0
20,10400_to_10499,10449.5,17,17,1,5,0.004910058823529413,0.004910058823529413,0.012726,0.025343999999999995,0.009755691176470589,0.009755691176470589,0.004910058823529413,0.004910058823529413,0.012726,0.025343999999999995,0.009755691176470589,0.009755691176470589,1,0,0,0,0,0,0,0,0,0
45,10400_to_10499,10449.5,75,75,5,10,0.05726370666666668,0.02555167857142857,0.09582,0.256813,0.07974855783783784,0.039881871428571435,0.05726370666666668,0.02555167857142857,0.09582,0.256813,0.07974855783783784,0.039881871428571435,0.7466666666666667,0.12,0.10666666666666667,0.013333333333333334,0.013333333333333334,0,0,0,0,0
